iter	Logloss
0	0.6904809309
1	0.6856641421
2	0.681429793
3	0.6768374896
4	0.6732636083
5	0.6691097808
6	0.6654264325
7	0.6618906501
8	0.6589232701
9	0.6555197046
10	0.6521201558
11	0.6477125982
12	0.6442025692
13	0.6415386455
14	0.6392161699
15	0.6355310442
16	0.6312627588
17	0.6278541192
18	0.6246294389
19	0.6208977699
20	0.6182159518
21	0.6149705789
22	0.6121345057
23	0.6086846868
24	0.6050731716
25	0.6021982133
26	0.5989178085
27	0.5946940653
28	0.5908437369
29	0.588163211
30	0.5850001316
31	0.581121639
32	0.5776836488
33	0.5757989049
34	0.5733083321
35	0.5700551613
36	0.5670537385
37	0.5648157272
38	0.5619298597
39	0.5600335186
40	0.5566645115
41	0.5538119983
42	0.5515567682
43	0.5490364067
44	0.5462476817
45	0.5437988793
46	0.541042778
47	0.5391278254
48	0.5367613781
49	0.5340602365
50	0.5313988675
51	0.5290422103
52	0.5265161556
53	0.5244009872
54	0.5223838522
55	0.519805717
56	0.5178200266
57	0.5151476054
58	0.512647461
59	0.5108254094
60	0.5086752911
61	0.5065331616
62	0.5040971089
63	0.5020392642
64	0.5005079052
65	0.4987071022
66	0.4969266595
67	0.4947006684
68	0.49254975
69	0.4905461933
70	0.4878174127
71	0.4862130206
72	0.4855132003
73	0.4834693798
74	0.4820684537
75	0.4805751412
76	0.478754637
77	0.4771027929
78	0.4754593947
79	0.4735629501
80	0.4721082478
81	0.4699541511
82	0.468927593
83	0.4673432922
84	0.4656465363
85	0.4636138497
86	0.4620100326
87	0.4605693936
88	0.4588319341
89	0.4577171875
90	0.4557054431
91	0.4539001111
92	0.4524192062
93	0.4501916896
94	0.4486149329
95	0.4469245762
96	0.4448349109
97	0.4433133087
98	0.4415502126
99	0.4402576331
100	0.4387562421
101	0.4372299038
102	0.4350720096
103	0.4335111329
104	0.4320864288
105	0.4304628501
106	0.429178325
107	0.4269989407
108	0.4251279083
109	0.4235569574
110	0.4218740173
111	0.4202844505
112	0.4192217668
113	0.4178445458
114	0.4164675464
115	0.4147723008
116	0.4133308519
117	0.4119616328
118	0.4104826241
119	0.4092850832
120	0.4076579827
121	0.405816903
122	0.4042325338
123	0.4031865763
124	0.4020531738
125	0.4003383627
126	0.3986794781
127	0.3975060615
128	0.3968146174
129	0.395825074
130	0.3941223033
131	0.3928265392
132	0.3912275238
133	0.3898459187
134	0.3887233952
135	0.3876871825
136	0.3861489178
137	0.3846533968
138	0.3838770184
139	0.3825042584
140	0.3818284225
141	0.3803798487
142	0.3797760992
143	0.3790546644
144	0.3777230035
145	0.3765957087
146	0.3758100659
147	0.374733123
148	0.3736894644
149	0.3724157775
150	0.3711647207
151	0.3700688515
152	0.3690148848
153	0.368020792
154	0.3670802492
155	0.3659502927
156	0.3650924165
