iter	Logloss
157	0.3641287765
158	0.3633401025
159	0.3622292374
160	0.3612846701
161	0.3604524415
162	0.3594086555
163	0.3589219548
164	0.3581120968
165	0.3572609395
166	0.3564006414
167	0.3551794105
168	0.3540737002
169	0.353275453
170	0.3525110602
171	0.3518493059
172	0.3509085601
173	0.3501177026
174	0.34885895
175	0.3480036237
176	0.3474857923
177	0.3463575126
178	0.345609082
179	0.3444432597
180	0.344004166
181	0.3438927121
182	0.3433284318
183	0.3422918463
184	0.3413888451
185	0.3405465718
186	0.3397801862
187	0.3389012355
188	0.3384288651
189	0.3378544213
190	0.3372471942
191	0.3363392654
192	0.3355806747
193	0.334987411
194	0.3344631384
195	0.3335268655
196	0.3328908608
197	0.3317027918
198	0.3310533541
199	0.3305881831
200	0.3298418651
201	0.3291441486
202	0.3281589269
203	0.327304094
204	0.3261635267
205	0.3255609771
206	0.3249177753
207	0.3239921942
208	0.3231405722
209	0.3225878212
210	0.3220030005
211	0.3216071858
212	0.3209772965
213	0.3201066441
214	0.3195186735
215	0.3188809692
216	0.3178565244
217	0.3170866111
218	0.3165446248
219	0.3159417374
220	0.3150130534
221	0.314547198
222	0.3137802097
223	0.3131145325
224	0.3124918088
225	0.3119101243
226	0.3113984241
227	0.3103808504
228	0.3096308352
229	0.3090426589
230	0.3086414802
231	0.3083879344
232	0.3079556198
233	0.3071479407
234	0.306384374
235	0.3055344907
236	0.3048514298
237	0.3044072713
238	0.303707821
239	0.3031877133
240	0.3028363655
241	0.3022636573
242	0.3018982417
243	0.3015350101
244	0.3008226275
245	0.3004136953
246	0.300045451
247	0.2992673607
248	0.2984917976
249	0.2976705775
250	0.2973046115
251	0.2966303404
252	0.2959892764
253	0.2952386787
254	0.2945433072
255	0.2941237795
256	0.2939128078
257	0.2932266263
258	0.2926623274
259	0.2922476265
260	0.2916877179
261	0.2912424494
262	0.2906705345
263	0.2901215534
264	0.2896122043
265	0.2890324234
266	0.2885283778
267	0.2880445707
268	0.2875777933
269	0.2870773153
270	0.2866704319
271	0.2861975512
272	0.2858541928
273	0.285531979
274	0.2849452755
275	0.2843078605
276	0.2836902215
277	0.2831304004
278	0.2826914685
279	0.282170048
280	0.2816834073
281	0.2811815659
282	0.2806981888
283	0.280611489
284	0.2802219291
285	0.2798123857
286	0.2794935502
287	0.279142519
288	0.2786838093
289	0.2780938377
290	0.2775282959
291	0.2771717049
292	0.2766577546
293	0.2764348646
294	0.2761916049
295	0.2756805176
296	0.2751215124
297	0.274286229
298	0.273934266
299	0.273716862
300	0.2732577003
301	0.2730732545
302	0.2727475026
303	0.2722350041
304	0.2718901753
305	0.271497682
306	0.2711089162
307	0.2706457884
308	0.2701799459
309	0.2695559748
310	0.2689452726
311	0.2684724104
312	0.2681872208
313	0.2677368183
314	0.2675205906
315	0.2672785552
316	0.2668484145
317	0.2663697297
318	0.2661347699
319	0.2658499673
320	0.2653759161
321	0.2650302195
322	0.2647151108
323	0.2640393189
324	0.2638206932
325	0.263610475
326	0.2633134386
327	0.2629657149
328	0.2625486747
329	0.261954025
330	0.2616327602
331	0.2612025724
332	0.2608277711
333	0.2605435383
334	0.2598922651
335	0.2592606626
336	0.2588752701
337	0.2583332481
338	0.2581355009
339	0.2577667281
340	0.2572414982
341	0.2569891301
342	0.2566482492
343	0.2563634526
344	0.2560603633
345	0.2554402065
346	0.2550328429
347	0.2548720147
348	0.2542518746
349	0.2538416991
350	0.2534163264
351	0.2530265379
352	0.2527857699
353	0.2523657671
354	0.2519792592
355	0.2514308944
356	0.251072074
357	0.2509249833
358	0.2503867049
359	0.2501030528
360	0.249741122
361	0.2493799373
362	0.2490991567
363	0.248748569
364	0.2484109736
365	0.2481503564
366	0.2479024185
367	0.2474031401
368	0.2470243136
369	0.2464636141
370	0.2458777781
371	0.2454506627
372	0.245078949
373	0.2447258982
374	0.2440955462
375	0.2437870043
376	0.2436356625
377	0.2434718998
378	0.2432846588
379	0.2429403216
380	0.2426757229
381	0.2423911348
382	0.2421580463
383	0.2418723231
384	0.2417524707
385	0.241459874
386	0.2412372099
387	0.2410756687
388	0.2406323036
389	0.2403641912
390	0.239868158
391	0.2395221561
392	0.2390169207
393	0.2386850762
394	0.23842723
395	0.2383336547
396	0.238081948
397	0.237441818
398	0.237123446
399	0.2369419533
400	0.2364891788
401	0.236389444
402	0.2359693151
403	0.2357588093
404	0.2355806353
405	0.2353610296
406	0.2348187065
407	0.234380398
408	0.2341890552
409	0.2339662663
410	0.2337004452
411	0.2334910377
412	0.232969188
413	0.2326684329
414	0.2324898093
415	0.2321061705
416	0.2316516911
417	0.2311841417
418	0.2308682413
419	0.2306167581
420	0.2304046015
421	0.2301224705
422	0.2296387884
423	0.2291353621
424	0.2289174166
425	0.2287408341
426	0.2285895095
427	0.2283963855
428	0.2279772273
429	0.2277124049
430	0.227571591
431	0.2272790431
432	0.2267030575
433	0.2263787113
434	0.2262825132
435	0.2260362047
436	0.2254601708
437	0.2253687946
438	0.2251361916
439	0.2246954332
440	0.2245923076
441	0.2240797242
442	0.2238019475
443	0.2236116637
444	0.2233483135
445	0.2229632648
446	0.2226083367
447	0.2222773512
448	0.2220036561
449	0.2218879414
450	0.2217968428
451	0.2216390666
452	0.2212345972
453	0.2209727195
454	0.220749201
455	0.2204394873
456	0.2201233863
457	0.2197262587
458	0.219461673
459	0.219119442
460	0.2189388901
461	0.2188380067
462	0.2184782163
463	0.218348305
464	0.2180693324
465	0.2178343381
466	0.2175299776
467	0.217352621
468	0.2170472893
469	0.2167779174
470	0.2165392032
471	0.2162844977
472	0.2161214159
473	0.2158526938
474	0.2156682739
475	0.2151362001
476	0.2147305396
477	0.2143324971
478	0.2141096032
479	0.2138441467
480	0.2136742382
481	0.2133825948
482	0.2132760045
483	0.2129916172
484	0.2125955667
485	0.2123748674
486	0.2121525827
487	0.2119784402
488	0.2117388649
489	0.21160073
490	0.2114422449
491	0.2111816929
492	0.2107511952
493	0.2104948692
494	0.2102863211
495	0.2098486984
496	0.20959554
497	0.2092400231
498	0.2091374313
499	0.2087584772
500	0.2086029245
501	0.2083645811
502	0.2080731022
503	0.2078075514
504	0.2076485057
505	0.2075298338
506	0.2072586298
507	0.206958632
508	0.206686421
509	0.2061487383
510	0.2058670214
511	0.205596308
512	0.205337682
513	0.2049822015
514	0.2046938503
515	0.2045716997
516	0.204233994
517	0.2039724752
518	0.2038358483
519	0.203584105
520	0.2032619475
521	0.2030653367
522	0.2029399032
523	0.2027982468
524	0.2025300004
525	0.2023472722
526	0.2021397035
527	0.2020434588
528	0.2018551378
529	0.2016324409
530	0.2013939132
531	0.2010642547
532	0.2006675771
533	0.2005587481
534	0.2001374547
535	0.1999715368
536	0.1997603609
537	0.1994324738
538	0.1991773692
539	0.1990253398
540	0.1987196133
541	0.198469512
542	0.1983688278
543	0.1981909548
544	0.1978212547
545	0.1974980568
546	0.1971103382
547	0.1969195565
548	0.196690812
549	0.1964085482
550	0.1962164436
551	0.1958765848
552	0.1955984052
553	0.1954029397
554	0.1952932402
555	0.1951523052
556	0.1950529453
557	0.1948257335
558	0.1945945063
559	0.1944544988
560	0.1942828003
561	0.1940636897
562	0.1939241558
563	0.193524453
564	0.1931092196
565	0.1929335886
566	0.1927539651
567	0.1925703289
568	0.1923847295
569	0.1920660499
570	0.1919332955
571	0.1917673592
572	0.1914564339
573	0.1912535225
574	0.1910699063
575	0.1908446773
576	0.1906419919
577	0.1904704758
578	0.1903478458
579	0.1901927349
580	0.1900064184
581	0.1895974826
582	0.1893405163
583	0.1892254517
584	0.1889605381
585	0.1888583127
586	0.1886925305
587	0.1884689723
588	0.1882257395
589	0.187922994
590	0.1875411356
591	0.1875311217
592	0.1873949199
593	0.1871810029
594	0.1871296965
595	0.1869514502
596	0.1868269567
597	0.186520445
598	0.1864054739
599	0.1861452257
600	0.1859440089
601	0.1856767628
602	0.1852953268
603	0.184924378
604	0.1847260095
605	0.1846127084
606	0.1843526657
607	0.1843216929
608	0.1840623988
609	0.18393735
610	0.1837058918
611	0.1834822113
612	0.1832045292
613	0.183018351
614	0.1828859245
615	0.1826556905
616	0.1825405669
617	0.1822391651
618	0.182083141
619	0.1819306719
620	0.1818977896
621	0.181781458
622	0.1814225573
623	0.1809854907
624	0.180784352
625	0.180655228
626	0.1804897908
627	0.1804815266
628	0.180358635
629	0.1800812978
630	0.1798827024
631	0.1798341512
632	0.179559655
633	0.1793974259
634	0.1792652253
635	0.1788690904
636	0.1785617329
637	0.1783693732
638	0.1781032801
639	0.177843695
640	0.1775912602
641	0.1774249826
642	0.1771773599
643	0.1770187419
644	0.1768013082
645	0.1767074763
646	0.1763142929
647	0.1762011021
648	0.1759765079
649	0.17586164
650	0.1758141067
651	0.1756912187
652	0.1755356691
653	0.1753934474
654	0.1751493816
655	0.1749648537
656	0.1748272678
657	0.1745378338
658	0.1743666733
659	0.1742384509
660	0.1741148282
661	0.1737430946
662	0.1736196532
663	0.1735328227
664	0.1733252806
665	0.1731813286
666	0.1728697039
667	0.1727076052
668	0.1724392203
669	0.1723945426
670	0.1722531859
671	0.1721672232
672	0.1720993179
673	0.17186817
674	0.1716110632
675	0.1714337487
676	0.1712299692
677	0.171109317
678	0.170975352
679	0.1707673802
680	0.1705384584
681	0.1704702952
682	0.1702432845
683	0.1700596234
684	0.1698776595
685	0.1697824664
686	0.169659419
687	0.1694410225
688	0.1692765364
689	0.1691226113
690	0.1689931094
691	0.1687901395
692	0.1687360575
693	0.1685212082
694	0.1684619503
695	0.1682175606
696	0.1680114134
697	0.1679488216
698	0.1676306996
699	0.1674792654
700	0.1672592774
701	0.1668626715
702	0.1666778781
703	0.1664737287
704	0.1662282864
705	0.1659808446
706	0.1658021042
707	0.1656902523
708	0.1655122456
709	0.1653536495
710	0.1651869923
711	0.1650556321
712	0.1648762518
713	0.1647959048
714	0.1645976493
715	0.1644554088
716	0.1643103509
717	0.164108909
718	0.1639357828
719	0.1637139039
720	0.1633429318
721	0.1632234206
722	0.1630164274
723	0.162902047
724	0.1627615537
725	0.1625706942
726	0.1622947065
727	0.1621436557
728	0.1619395133
729	0.161812023
730	0.1616747828
731	0.1615014909
732	0.1614253885
733	0.1612671022
734	0.1610487926
735	0.1609433416
736	0.1608635002
737	0.160683195
738	0.1604677041
739	0.1603134455
740	0.1601786537
741	0.1599463999
742	0.1596487864
743	0.159477186
744	0.159220314
745	0.1589887806
746	0.1588319485
747	0.1586243831
748	0.1584409195
749	0.158253729
750	0.158187877
751	0.1579358431
752	0.1578052461
753	0.1577424383
754	0.1575640156
755	0.1575144591
756	0.1572448332
757	0.1571369405
758	0.156988063
759	0.1567816684
760	0.1566202603
761	0.1564486043
762	0.156195162
763	0.156015594
764	0.1557868722
765	0.1556794946
766	0.1553804473
767	0.1553625235
768	0.1552229813
769	0.1548511878
770	0.1546817028
771	0.1545808278
772	0.1545014349
773	0.1544231088
774	0.1543400787
775	0.1540801817
776	0.1539069705
777	0.1537481954
778	0.1534732622
779	0.1533628741
780	0.1531740409
781	0.1530371487
782	0.1529141432
783	0.1527487185
784	0.1527273235
785	0.1525387885
786	0.1523863549
787	0.1522045193
788	0.1520578576
789	0.1518791477
790	0.1515485703
791	0.1514112369
792	0.1513188035
793	0.1512345279
794	0.1511297765
795	0.1508562133
796	0.1508250639
797	0.1507825786
798	0.1506501771
799	0.1505636875
800	0.1503985313
801	0.1503243584
802	0.1501852111
803	0.1500699428
804	0.1499570323
805	0.1498294163
806	0.1496969396
807	0.1496498588
808	0.1493820536
809	0.149212888
810	0.1489450447
811	0.1488176385
812	0.1486168546
813	0.1484588032
814	0.14829298
815	0.1482019078
816	0.1481606768
817	0.147984541
818	0.1478947164
819	0.147734448
820	0.1476690081
821	0.1475927072
822	0.1473939935
823	0.1473031371
824	0.1472136307
825	0.1470946746
826	0.1469695892
827	0.1468922562
828	0.1465841891
829	0.1462850004
830	0.1461755738
831	0.1460408769
832	0.145693454
833	0.1456440868
834	0.1454869173
835	0.145354283
836	0.1451734349
837	0.144967508
838	0.1448519685
839	0.1447503635
840	0.1445698465
841	0.1444824863
842	0.1442462822
843	0.144102537
844	0.1438756657
845	0.1437323202
846	0.143527284
847	0.1433695859
848	0.1432048787
849	0.1428970575
850	0.1427734252
851	0.1426207804
852	0.14256405
853	0.1425199807
854	0.1422797225
855	0.1422326496
856	0.1421516731
857	0.1420479496
858	0.1418836449
859	0.1418452877
860	0.1417371253
861	0.1414649672
862	0.1414225683
863	0.1412696707
864	0.1410607015
865	0.1410035391
866	0.140965952
867	0.140684566
868	0.1405896562
869	0.1403617507
870	0.1402531548
871	0.1400658525
872	0.139941404
873	0.1397204815
874	0.1396446999
875	0.1395662823
876	0.1394407774
877	0.1392432147
878	0.1390844714
879	0.1389390496
880	0.1387499465
881	0.13853286
882	0.1384003163
883	0.1381054789
884	0.1379696069
885	0.1378173618
886	0.1376551633
887	0.1375664172
888	0.1374277738
889	0.137406321
890	0.1372592886
891	0.1370904814
892	0.1369608681
893	0.1368236488
894	0.1365654868
895	0.1365014792
896	0.1364049266
897	0.136160762
898	0.1360052568
899	0.1358170352
900	0.1356123473
901	0.1353911968
902	0.1352388828
903	0.1349228368
904	0.1348339221
905	0.1347516119
906	0.1346940283
907	0.1344461033
908	0.1342409382
909	0.134028754
910	0.1338375537
911	0.1336818613
912	0.1336030501
913	0.1334754053
914	0.1333294861
915	0.1330682088
916	0.1328789575
917	0.1326787349
918	0.1324397037
919	0.1323514811
920	0.132106857
921	0.1318636603
922	0.131759392
923	0.1316535246
924	0.1316133164
925	0.1315574086
926	0.1312872771
927	0.131199297
928	0.1310056745
929	0.1308193411
930	0.1306395054
931	0.1304630587
932	0.1303407399
933	0.1303048303
934	0.1302570273
935	0.1301729206
936	0.1301350497
937	0.1300582881
938	0.1298760306
939	0.1297531742
940	0.1296475264
941	0.1294508066
942	0.1291734333
943	0.1289405303
944	0.1287844583
945	0.1286810694
946	0.1285703411
947	0.1284146793
948	0.128184594
949	0.1280599308
950	0.1278965816
951	0.1277890772
952	0.1277082514
953	0.1274690203
954	0.1272663063
955	0.1272050243
956	0.1269386946
957	0.1267659666
958	0.1265485175
959	0.1264839122
960	0.1263486696
961	0.12622982
962	0.1261318123
963	0.1259414737
964	0.1257810052
965	0.1255488447
966	0.1253236458
967	0.1252442595
968	0.1252051089
969	0.1251325652
970	0.1249181684
971	0.1248687902
972	0.1246726412
973	0.1245765779
974	0.1244775057
975	0.1243182794
976	0.1241547383
977	0.1240408016
978	0.1238775207
979	0.1238230756
980	0.1237726315
981	0.1234903026
982	0.123468041
983	0.1234103028
984	0.1232744327
985	0.1230919248
986	0.1228533238
987	0.1227921552
988	0.1225737465
989	0.1224394256
990	0.122357175
991	0.1221597081
992	0.1219934225
993	0.1218158098
994	0.1216123278
995	0.1215391348
996	0.1215146911
997	0.1213886203
998	0.1212703828
999	0.121094714
