iter	Passed	Remaining
402	14113	20908
403	14140	20861
404	14176	20827
405	14201	20777
406	14243	20752
407	14273	20709
408	14294	20655
409	14316	20601
410	14341	20553
411	14367	20504
412	14389	20452
413	14413	20401
414	14436	20350
415	14475	20321
416	14497	20268
417	14526	20226
418	14552	20178
419	14573	20125
420	14600	20080
421	14624	20031
422	14654	19989
423	14688	19954
424	14716	19909
425	14738	19858
426	14765	19813
427	14788	19763
428	14812	19715
429	14848	19683
430	14881	19645
431	14952	19659
432	14985	19622
433	15021	19589
434	15077	19583
435	15116	19554
436	15139	19504
437	15171	19466
438	15199	19423
439	15220	19371
440	15242	19321
441	15265	19271
442	15287	19221
443	15315	19179
444	15341	19134
445	15380	19104
446	15413	19068
447	15438	19022
448	15468	18982
449	15496	18940
450	15516	18887
451	15545	18846
452	15568	18799
453	15608	18771
454	15636	18729
455	15676	18701
456	15703	18658
457	15730	18615
458	15933	18780
459	16201	19019
460	16302	19060
461	16418	19119
462	16464	19095
463	16526	19090
464	16563	19057
465	16605	19028
466	16651	19004
467	16683	18965
468	16716	18925
469	16758	18897
470	16793	18860
471	16824	18821
472	16874	18800
473	16898	18752
474	16924	18705
475	16945	18654
476	17025	18667
477	17080	18653
478	17133	18635
479	17174	18605
480	17233	18595
481	17422	18723
482	17634	18876
483	17785	18961
484	17912	19019
485	17960	18995
486	17999	18960
487	18032	18919
488	18061	18873
489	18111	18851
490	18191	18858
491	18245	18839
492	18306	18826
493	18365	18811
494	18492	18866
495	18624	18924
496	18721	18947
497	18786	18937
498	18849	18925
499	18893	18893
500	18927	18851
501	18968	18817
502	19097	18869
503	19165	18861
504	19288	18906
505	19420	18959
506	19507	18969
507	19645	19027
508	19732	19034
509	19836	19058
510	19985	19125
511	20093	19151
512	20203	19179
513	20291	19185
514	20365	19179
515	20427	19161
516	20538	19188
517	20569	19139
518	20603	19095
519	20709	19116
520	20782	19106
521	20845	19088
522	20876	19040
523	20964	19044
524	20997	18997
525	21025	18947
526	21068	18909
527	21126	18885
528	21154	18835
529	21185	18786
530	21236	18756
531	21280	18720
532	21302	18664
533	21330	18614
534	21355	18561
535	21514	18624
536	21564	18593
537	21640	18583
538	21788	18635
539	22099	18825
540	22234	18863
541	22499	19012
542	22667	19077
543	22745	19065
544	22886	19107
545	23033	19152
546	23124	19150
547	23191	19128
548	23243	19094
549	23411	19154
550	23448	19107
551	23494	19067
552	23538	19026
553	23611	19008
554	23668	18977
555	23742	18960
